movie_name,genres,content_rating,year,genre
The Croods,"Adventure,Animation,Comedy,Family,Fantasy",PG,2013,Fantasy
Asterix at the Olympic Games,"Adventure,Comedy,Family,Fantasy",,2008,Adventure
Asterix at the Olympic Games,"Adventure,Comedy,Family,Fantasy",,2008,Comedy
Asterix at the Olympic Games,"Adventure,Comedy,Family,Fantasy",,2008,Family
Asterix at the Olympic Games,"Adventure,Comedy,Family,Fantasy",,2008,Fantasy
Windtalkers,"Action,Drama,War",R,2002,Action
Windtalkers,"Action,Drama,War",R,2002,Drama
Windtalkers,"Action,Drama,War",R,2002,War
The Huntsman: Winter's War,"Action,Adventure,Drama,Fantasy",PG-13,2016,Action
The Huntsman: Winter's War,"Action,Adventure,Drama,Fantasy",PG-13,2016,Adventure
The Huntsman: Winter's War,"Action,Adventure,Drama,Fantasy",PG-13,2016,Drama
The Huntsman: Winter's War,"Action,Adventure,Drama,Fantasy",PG-13,2016,Fantasy
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy,Sci-Fi",PG-13,2014,Action
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy,Sci-Fi",PG-13,2014,Adventure
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy,Sci-Fi",PG-13,2014,Comedy
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy,Sci-Fi",PG-13,2014,Sci-Fi
Gravity,"Adventure,Drama,Sci-Fi,Thriller",PG-13,2013,Adventure
Gravity,"Adventure,Drama,Sci-Fi,Thriller",PG-13,2013,Drama
Gravity,"Adventure,Drama,Sci-Fi,Thriller",PG-13,2013,Sci-Fi
Gravity,"Adventure,Drama,Sci-Fi,Thriller",PG-13,2013,Thriller
Dante's Peak,"Action,Adventure,Thriller",PG-13,1997,Action
Dante's Peak,"Action,Adventure,Thriller",PG-13,1997,Adventure
Dante's Peak,"Action,Adventure,Thriller",PG-13,1997,Thriller
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy,Sci-Fi",PG-13,2016,Action
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy,Sci-Fi",PG-13,2016,Adventure
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy,Sci-Fi",PG-13,2016,Comedy
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy,Sci-Fi",PG-13,2016,Sci-Fi
Fantastic Four,"Action,Adventure,Sci-Fi",PG-13,2015,Action
Fantastic Four,"Action,Adventure,Sci-Fi",PG-13,2015,Adventure
Fantastic Four,"Action,Adventure,Sci-Fi",PG-13,2015,Sci-Fi
Night at the Museum,"Action,Adventure,Comedy,Family,Fantasy",PG,2006,Action
Night at the Museum,"Action,Adventure,Comedy,Family,Fantasy",PG,2006,Adventure
Night at the Museum,"Action,Adventure,Comedy,Family,Fantasy",PG,2006,Comedy
Night at the Museum,"Action,Adventure,Comedy,Family,Fantasy",PG,2006,Family
Night at the Museum,"Action,Adventure,Comedy,Family,Fantasy",PG,2006,Fantasy
San Andreas,"Action,Adventure,Drama,Thriller",PG-13,2015,Action
San Andreas,"Action,Adventure,Drama,Thriller",PG-13,2015,Adventure
San Andreas,"Action,Adventure,Drama,Thriller",PG-13,2015,Drama
San Andreas,"Action,Adventure,Drama,Thriller",PG-13,2015,Thriller
Tomorrow Never Dies,"Action,Adventure,Thriller",PG-13,1997,Action
Tomorrow Never Dies,"Action,Adventure,Thriller",PG-13,1997,Adventure
Tomorrow Never Dies,"Action,Adventure,Thriller",PG-13,1997,Thriller
The Patriot,"Action,Drama,History,War",R,2000,Action
The Patriot,"Action,Drama,History,War",R,2000,Drama
The Patriot,"Action,Drama,History,War",R,2000,History
The Patriot,"Action,Drama,History,War",R,2000,War
Ocean's Twelve,"Crime,Thriller",PG-13,2004,Crime
Ocean's Twelve,"Crime,Thriller",PG-13,2004,Thriller
Mr. & Mrs. Smith,"Action,Comedy,Crime,Romance,Thriller",PG-13,2005,Action
Mr. & Mrs. Smith,"Action,Comedy,Crime,Romance,Thriller",PG-13,2005,Comedy
Mr. & Mrs. Smith,"Action,Comedy,Crime,Romance,Thriller",PG-13,2005,Crime
Mr. & Mrs. Smith,"Action,Comedy,Crime,Romance,Thriller",PG-13,2005,Romance
Mr. & Mrs. Smith,"Action,Comedy,Crime,Romance,Thriller",PG-13,2005,Thriller
Insurgent,"Adventure,Sci-Fi,Thriller",PG-13,2015,Adventure
Insurgent,"Adventure,Sci-Fi,Thriller",PG-13,2015,Sci-Fi
Insurgent,"Adventure,Sci-Fi,Thriller",PG-13,2015,Thriller
The Aviator,"Biography,Drama",PG-13,2004,Biography
The Aviator,"Biography,Drama",PG-13,2004,Drama
Gulliver's Travels,"Adventure,Comedy,Family,Fantasy",PG,2010,Adventure
Gulliver's Travels,"Adventure,Comedy,Family,Fantasy",PG,2010,Comedy
Gulliver's Travels,"Adventure,Comedy,Family,Fantasy",PG,2010,Family
Gulliver's Travels,"Adventure,Comedy,Family,Fantasy",PG,2010,Fantasy
The Green Hornet,"Action,Comedy,Crime,Sci-Fi,Thriller",PG-13,2011,Action
The Green Hornet,"Action,Comedy,Crime,Sci-Fi,Thriller",PG-13,2011,Comedy
The Green Hornet,"Action,Comedy,Crime,Sci-Fi,Thriller",PG-13,2011,Crime
The Green Hornet,"Action,Comedy,Crime,Sci-Fi,Thriller",PG-13,2011,Sci-Fi
The Green Hornet,"Action,Comedy,Crime,Sci-Fi,Thriller",PG-13,2011,Thriller
The A-Team,"Action,Adventure,Crime",TV-PG,,Action
The A-Team,"Action,Adventure,Crime",TV-PG,,Adventure
The A-Team,"Action,Adventure,Crime",TV-PG,,Crime
300: Rise of an Empire,"Action,Drama,Fantasy,War",R,2014,Action
300: Rise of an Empire,"Action,Drama,Fantasy,War",R,2014,Drama
300: Rise of an Empire,"Action,Drama,Fantasy,War",R,2014,Fantasy
300: Rise of an Empire,"Action,Drama,Fantasy,War",R,2014,War
The Smurfs,"Adventure,Animation,Comedy,Family,Fantasy",PG,2011,Adventure
The Smurfs,"Adventure,Animation,Comedy,Family,Fantasy",PG,2011,Animation
The Smurfs,"Adventure,Animation,Comedy,Family,Fantasy",PG,2011,Comedy
The Smurfs,"Adventure,Animation,Comedy,Family,Fantasy",PG,2011,Family
The Smurfs,"Adventure,Animation,Comedy,Family,Fantasy",PG,2011,Fantasy
Home on the Range,"Animation,Comedy,Family,Music,Western",PG,2004,Animation
Home on the Range,"Animation,Comedy,Family,Music,Western",PG,2004,Comedy
Home on the Range,"Animation,Comedy,Family,Music,Western",PG,2004,Family
Home on the Range,"Animation,Comedy,Family,Music,Western",PG,2004,Music
Home on the Range,"Animation,Comedy,Family,Music,Western",PG,2004,Western
Allegiant,"Action,Adventure,Mystery,Sci-Fi,Thriller",PG-13,2016,Action
Allegiant,"Action,Adventure,Mystery,Sci-Fi,Thriller",PG-13,2016,Adventure
Allegiant,"Action,Adventure,Mystery,Sci-Fi,Thriller",PG-13,2016,Mystery
Allegiant,"Action,Adventure,Mystery,Sci-Fi,Thriller",PG-13,2016,Sci-Fi
Allegiant,"Action,Adventure,Mystery,Sci-Fi,Thriller",PG-13,2016,Thriller
Real Steel,"Action,Drama,Sci-Fi,Sport",PG-13,2011,Action
Real Steel,"Action,Drama,Sci-Fi,Sport",PG-13,2011,Drama
Real Steel,"Action,Drama,Sci-Fi,Sport",PG-13,2011,Sci-Fi
Real Steel,"Action,Drama,Sci-Fi,Sport",PG-13,2011,Sport
The Smurfs 2,"Adventure,Animation,Comedy,Family,Fantasy",PG,2013,Adventure
The Smurfs 2,"Adventure,Animation,Comedy,Family,Fantasy",PG,2013,Animation
The Smurfs 2,"Adventure,Animation,Comedy,Family,Fantasy",PG,2013,Comedy
The Smurfs 2,"Adventure,Animation,Comedy,Family,Fantasy",PG,2013,Family
The Smurfs 2,"Adventure,Animation,Comedy,Family,Fantasy",PG,2013,Fantasy
Speed 2: Cruise Control,"Action,Crime,Romance,Thriller",PG-13,1997,Action
Speed 2: Cruise Control,"Action,Crime,Romance,Thriller",PG-13,1997,Crime
Speed 2: Cruise Control,"Action,Crime,Romance,Thriller",PG-13,1997,Romance
Speed 2: Cruise Control,"Action,Crime,Romance,Thriller",PG-13,1997,Thriller
Ender's Game,"Action,Sci-Fi",PG-13,2013,Action
Ender's Game,"Action,Sci-Fi",PG-13,2013,Sci-Fi
Live Free or Die Hard,"Action,Adventure,Thriller",PG-13,2007,Action
Live Free or Die Hard,"Action,Adventure,Thriller",PG-13,2007,Adventure
Live Free or Die Hard,"Action,Adventure,Thriller",PG-13,2007,Thriller
The Lord of the Rings: The Fellowship of the Ring,"Action,Adventure,Drama,Fantasy",PG-13,2001,Action
The Lord of the Rings: The Fellowship of the Ring,"Action,Adventure,Drama,Fantasy",PG-13,2001,Adventure
The Lord of the Rings: The Fellowship of the Ring,"Action,Adventure,Drama,Fantasy",PG-13,2001,Drama
The Lord of the Rings: The Fellowship of the Ring,"Action,Adventure,Drama,Fantasy",PG-13,2001,Fantasy
Around the World in 80 Days,"Action,Adventure,Comedy",PG,2004,Action
Around the World in 80 Days,"Action,Adventure,Comedy",PG,2004,Adventure
Around the World in 80 Days,"Action,Adventure,Comedy",PG,2004,Comedy
Ali,"Biography,Drama,Sport",R,2001,Biography
Ali,"Biography,Drama,Sport",R,2001,Drama
Ali,"Biography,Drama,Sport",R,2001,Sport
The Cat in the Hat,"Adventure,Comedy,Family,Fantasy",PG,2003,Adventure
The Cat in the Hat,"Adventure,Comedy,Family,Fantasy",PG,2003,Comedy
The Cat in the Hat,"Adventure,Comedy,Family,Fantasy",PG,2003,Family
The Cat in the Hat,"Adventure,Comedy,Family,Fantasy",PG,2003,Fantasy
"I, Robot","Action,Mystery,Sci-Fi,Thriller",PG-13,2004,Action
"I, Robot","Action,Mystery,Sci-Fi,Thriller",PG-13,2004,Mystery
"I, Robot","Action,Mystery,Sci-Fi,Thriller",PG-13,2004,Sci-Fi
"I, Robot","Action,Mystery,Sci-Fi,Thriller",PG-13,2004,Thriller
Kingdom of Heaven,"Action,Adventure,Drama,History,War",R,2005,Action
Kingdom of Heaven,"Action,Adventure,Drama,History,War",R,2005,Adventure
Kingdom of Heaven,"Action,Adventure,Drama,History,War",R,2005,Drama
Kingdom of Heaven,"Action,Adventure,Drama,History,War",R,2005,History
Kingdom of Heaven,"Action,Adventure,Drama,History,War",R,2005,War
Stuart Little,"Adventure,Comedy,Family,Fantasy",PG,1999,Adventure
Stuart Little,"Adventure,Comedy,Family,Fantasy",PG,1999,Comedy
Stuart Little,"Adventure,Comedy,Family,Fantasy",PG,1999,Family
Stuart Little,"Adventure,Comedy,Family,Fantasy",PG,1999,Fantasy
The Princess and the Frog,"Animation,Family,Fantasy,Musical,Romance",G,2009,Animation
The Princess and the Frog,"Animation,Family,Fantasy,Musical,Romance",G,2009,Family
The Princess and the Frog,"Animation,Family,Fantasy,Musical,Romance",G,2009,Fantasy
The Princess and the Frog,"Animation,Family,Fantasy,Musical,Romance",G,2009,Musical
The Princess and the Frog,"Animation,Family,Fantasy,Musical,Romance",G,2009,Romance
The Martian,"Adventure,Drama,Sci-Fi",PG-13,2015,Adventure
The Martian,"Adventure,Drama,Sci-Fi",PG-13,2015,Drama
The Martian,"Adventure,Drama,Sci-Fi",PG-13,2015,Sci-Fi
"10,000 B.C.",Comedy,,,Comedy
The Island,"Action,Adventure,Romance,Sci-Fi,Thriller",PG-13,2005,Action
The Island,"Action,Adventure,Romance,Sci-Fi,Thriller",PG-13,2005,Adventure
The Island,"Action,Adventure,Romance,Sci-Fi,Thriller",PG-13,2005,Romance
The Island,"Action,Adventure,Romance,Sci-Fi,Thriller",PG-13,2005,Sci-Fi
The Island,"Action,Adventure,Romance,Sci-Fi,Thriller",PG-13,2005,Thriller
Town & Country,"Comedy,Romance",R,2001,Comedy
Town & Country,"Comedy,Romance",R,2001,Romance
Gone in Sixty Seconds,"Action,Crime,Thriller",PG-13,2000,Action
Gone in Sixty Seconds,"Action,Crime,Thriller",PG-13,2000,Crime
Gone in Sixty Seconds,"Action,Crime,Thriller",PG-13,2000,Thriller
Gladiator,"Action,Drama,Romance",R,2000,Action
Gladiator,"Action,Drama,Romance",R,2000,Drama
Gladiator,"Action,Drama,Romance",R,2000,Romance
Minority Report,"Action,Mystery,Sci-Fi,Thriller",PG-13,2002,Action
Minority Report,"Action,Mystery,Sci-Fi,Thriller",PG-13,2002,Mystery
Minority Report,"Action,Mystery,Sci-Fi,Thriller",PG-13,2002,Sci-Fi
Minority Report,"Action,Mystery,Sci-Fi,Thriller",PG-13,2002,Thriller
Harry Potter and the Chamber of Secrets,"Adventure,Family,Fantasy,Mystery",PG,2002,Adventure
Harry Potter and the Chamber of Secrets,"Adventure,Family,Fantasy,Mystery",PG,2002,Family
Harry Potter and the Chamber of Secrets,"Adventure,Family,Fantasy,Mystery",PG,2002,Fantasy
Harry Potter and the Chamber of Secrets,"Adventure,Family,Fantasy,Mystery",PG,2002,Mystery
Casino Royale,"Action,Adventure,Thriller",PG-13,2006,Action
Casino Royale,"Action,Adventure,Thriller",PG-13,2006,Adventure
Casino Royale,"Action,Adventure,Thriller",PG-13,2006,Thriller
Planet of the Apes,"Action,Adventure,Sci-Fi,Thriller",PG-13,2001,Action
Planet of the Apes,"Action,Adventure,Sci-Fi,Thriller",PG-13,2001,Adventure
Planet of the Apes,"Action,Adventure,Sci-Fi,Thriller",PG-13,2001,Sci-Fi
Planet of the Apes,"Action,Adventure,Sci-Fi,Thriller",PG-13,2001,Thriller
Terminator 2: Judgment Day,"Action,Sci-Fi",R,1991,Action
Terminator 2: Judgment Day,"Action,Sci-Fi",R,1991,Sci-Fi
Public Enemies,"Biography,Crime,Drama,History,Romance",R,2009,Biography
Public Enemies,"Biography,Crime,Drama,History,Romance",R,2009,Crime
Public Enemies,"Biography,Crime,Drama,History,Romance",R,2009,Drama
Public Enemies,"Biography,Crime,Drama,History,Romance",R,2009,History
Public Enemies,"Biography,Crime,Drama,History,Romance",R,2009,Romance
American Gangster,"Biography,Crime,Drama",R,2007,Biography
American Gangster,"Biography,Crime,Drama",R,2007,Crime
American Gangster,"Biography,Crime,Drama",R,2007,Drama
True Lies,"Action,Comedy,Thriller",R,1994,Action
True Lies,"Action,Comedy,Thriller",R,1994,Comedy
True Lies,"Action,Comedy,Thriller",R,1994,Thriller
The Taking of Pelham 1 2 3,"Action,Crime,Thriller",R,2009,Action
The Taking of Pelham 1 2 3,"Action,Crime,Thriller",R,2009,Crime
The Taking of Pelham 1 2 3,"Action,Crime,Thriller",R,2009,Thriller
Little Fockers,"Comedy,Romance",PG-13,2010,Comedy
Little Fockers,"Comedy,Romance",PG-13,2010,Romance
The Other Guys,"Action,Comedy,Crime",PG-13,2010,Action
The Other Guys,"Action,Comedy,Crime",PG-13,2010,Comedy
The Other Guys,"Action,Comedy,Crime",PG-13,2010,Crime
Eraser,"Action,Drama,Mystery,Thriller",R,1996,Action
Eraser,"Action,Drama,Mystery,Thriller",R,1996,Drama
Eraser,"Action,Drama,Mystery,Thriller",R,1996,Mystery
Eraser,"Action,Drama,Mystery,Thriller",R,1996,Thriller
Django Unchained,"Drama,Western",R,2012,Drama
Django Unchained,"Drama,Western",R,2012,Western
The Hunchback of Notre Dame,"Animation,Drama,Family,Musical,Romance",G,1996,Animation
The Hunchback of Notre Dame,"Animation,Drama,Family,Musical,Romance",G,1996,Drama
The Hunchback of Notre Dame,"Animation,Drama,Family,Musical,Romance",G,1996,Family
The Hunchback of Notre Dame,"Animation,Drama,Family,Musical,Romance",G,1996,Musical
The Hunchback of Notre Dame,"Animation,Drama,Family,Musical,Romance",G,1996,Romance
The Emperor's New Groove,"Adventure,Animation,Comedy,Family,Fantasy",G,2000,Adventure
The Emperor's New Groove,"Adventure,Animation,Comedy,Family,Fantasy",G,2000,Animation
The Emperor's New Groove,"Adventure,Animation,Comedy,Family,Fantasy",G,2000,Comedy
The Emperor's New Groove,"Adventure,Animation,Comedy,Family,Fantasy",G,2000,Family
The Emperor's New Groove,"Adventure,Animation,Comedy,Family,Fantasy",G,2000,Fantasy
The Expendables 2,"Action,Adventure,Thriller",R,2012,Action
The Expendables 2,"Action,Adventure,Thriller",R,2012,Adventure
The Expendables 2,"Action,Adventure,Thriller",R,2012,Thriller
National Treasure,"Action,Adventure,Comedy,Family,Mystery",PG,2004,Action
National Treasure,"Action,Adventure,Comedy,Family,Mystery",PG,2004,Adventure
National Treasure,"Action,Adventure,Comedy,Family,Mystery",PG,2004,Comedy
National Treasure,"Action,Adventure,Comedy,Family,Mystery",PG,2004,Family
National Treasure,"Action,Adventure,Comedy,Family,Mystery",PG,2004,Mystery
Eragon,"Action,Adventure,Family,Fantasy",PG,2006,Action
Eragon,"Action,Adventure,Family,Fantasy",PG,2006,Adventure
Eragon,"Action,Adventure,Family,Fantasy",PG,2006,Family
Eragon,"Action,Adventure,Family,Fantasy",PG,2006,Fantasy
Where the Wild Things Are,"Adventure,Drama,Family,Fantasy",PG,2009,Adventure
Where the Wild Things Are,"Adventure,Drama,Family,Fantasy",PG,2009,Drama
Where the Wild Things Are,"Adventure,Drama,Family,Fantasy",PG,2009,Family
Where the Wild Things Are,"Adventure,Drama,Family,Fantasy",PG,2009,Fantasy
Pan,"Adventure,Family,Fantasy",PG,2015,Adventure
Pan,"Adventure,Family,Fantasy",PG,2015,Family
Pan,"Adventure,Family,Fantasy",PG,2015,Fantasy
Epic,"Adventure,Animation,Family,Fantasy",PG,2013,Adventure
Epic,"Adventure,Animation,Family,Fantasy",PG,2013,Animation
Epic,"Adventure,Animation,Family,Fantasy",PG,2013,Family
Epic,"Adventure,Animation,Family,Fantasy",PG,2013,Fantasy
The Tourist,"Action,Romance,Thriller",PG-13,2010,Action
The Tourist,"Action,Romance,Thriller",PG-13,2010,Romance
The Tourist,"Action,Romance,Thriller",PG-13,2010,Thriller
End of Days,"Action,Fantasy,Horror,Mystery",R,1999,Action
End of Days,"Action,Fantasy,Horror,Mystery",R,1999,Fantasy
End of Days,"Action,Fantasy,Horror,Mystery",R,1999,Horror
End of Days,"Action,Fantasy,Horror,Mystery",R,1999,Mystery
Blood Diamond,"Adventure,Drama,Thriller",R,2006,Adventure
Blood Diamond,"Adventure,Drama,Thriller",R,2006,Drama
Blood Diamond,"Adventure,Drama,Thriller",R,2006,Thriller
The Wolf of Wall Street,"Biography,Comedy,Crime,Drama",R,2013,Biography
The Wolf of Wall Street,"Biography,Comedy,Crime,Drama",R,2013,Comedy
The Wolf of Wall Street,"Biography,Comedy,Crime,Drama",R,2013,Crime
The Wolf of Wall Street,"Biography,Comedy,Crime,Drama",R,2013,Drama
Batman Forever,"Action,Adventure,Fantasy",PG-13,1995,Action
Batman Forever,"Action,Adventure,Fantasy",PG-13,1995,Adventure
Batman Forever,"Action,Adventure,Fantasy",PG-13,1995,Fantasy
Starship Troopers,"Action,Sci-Fi,War",R,1997,Action
Starship Troopers,"Action,Sci-Fi,War",R,1997,Sci-Fi
Starship Troopers,"Action,Sci-Fi,War",R,1997,War
Cloud Atlas,"Drama,Sci-Fi",R,2012,Drama
Cloud Atlas,"Drama,Sci-Fi",R,2012,Sci-Fi
Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation,Family,Fantasy",PG,2010,Action
Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation,Family,Fantasy",PG,2010,Adventure
Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation,Family,Fantasy",PG,2010,Animation
Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation,Family,Fantasy",PG,2010,Family
Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation,Family,Fantasy",PG,2010,Fantasy
Catwoman,"Action,Crime,Fantasy,Romance,Thriller",PG-13,2004,Action
Catwoman,"Action,Crime,Fantasy,Romance,Thriller",PG-13,2004,Crime
Catwoman,"Action,Crime,Fantasy,Romance,Thriller",PG-13,2004,Fantasy
Catwoman,"Action,Crime,Fantasy,Romance,Thriller",PG-13,2004,Romance
Catwoman,"Action,Crime,Fantasy,Romance,Thriller",PG-13,2004,Thriller
Hercules,"Action,Adventure",PG-13,2014,Action
Hercules,"Action,Adventure",PG-13,2014,Adventure
Treasure Planet,"Adventure,Animation,Family,Sci-Fi",PG,2002,Adventure
Treasure Planet,"Adventure,Animation,Family,Sci-Fi",PG,2002,Animation
Treasure Planet,"Adventure,Animation,Family,Sci-Fi",PG,2002,Family
Treasure Planet,"Adventure,Animation,Family,Sci-Fi",PG,2002,Sci-Fi
Land of the Lost,"Adventure,Comedy,Sci-Fi",PG-13,2009,Adventure
Land of the Lost,"Adventure,Comedy,Sci-Fi",PG-13,2009,Comedy
Land of the Lost,"Adventure,Comedy,Sci-Fi",PG-13,2009,Sci-Fi
The Expendables 3,"Action,Adventure,Thriller",PG-13,2014,Action
The Expendables 3,"Action,Adventure,Thriller",PG-13,2014,Adventure
The Expendables 3,"Action,Adventure,Thriller",PG-13,2014,Thriller
Point Break,"Action,Crime,Sport,Thriller",PG-13,2015,Action
Point Break,"Action,Crime,Sport,Thriller",PG-13,2015,Crime
Point Break,"Action,Crime,Sport,Thriller",PG-13,2015,Sport
Point Break,"Action,Crime,Sport,Thriller",PG-13,2015,Thriller
Son of the Mask,"Comedy,Family,Fantasy",PG,2005,Comedy
Son of the Mask,"Comedy,Family,Fantasy",PG,2005,Family
Son of the Mask,"Comedy,Family,Fantasy",PG,2005,Fantasy
In the Heart of the Sea,"Action,Adventure,Biography,Drama,History,Thriller",PG-13,2015,Action
In the Heart of the Sea,"Action,Adventure,Biography,Drama,History,Thriller",PG-13,2015,Adventure
In the Heart of the Sea,"Action,Adventure,Biography,Drama,History,Thriller",PG-13,2015,Biography
In the Heart of the Sea,"Action,Adventure,Biography,Drama,History,Thriller",PG-13,2015,Drama
In the Heart of the Sea,"Action,Adventure,Biography,Drama,History,Thriller",PG-13,2015,History
In the Heart of the Sea,"Action,Adventure,Biography,Drama,History,Thriller",PG-13,2015,Thriller
The Adventures of Pluto Nash,"Action,Comedy,Sci-Fi",PG-13,2002,Action
The Adventures of Pluto Nash,"Action,Comedy,Sci-Fi",PG-13,2002,Comedy
The Adventures of Pluto Nash,"Action,Comedy,Sci-Fi",PG-13,2002,Sci-Fi
Green Zone,"Action,Drama,Thriller,War",R,2010,Action
Green Zone,"Action,Drama,Thriller,War",R,2010,Drama
Green Zone,"Action,Drama,Thriller,War",R,2010,Thriller
Green Zone,"Action,Drama,Thriller,War",R,2010,War
The Peanuts Movie,"Adventure,Animation,Comedy,Family",G,2015,Adventure
The Peanuts Movie,"Adventure,Animation,Comedy,Family",G,2015,Animation
The Peanuts Movie,"Adventure,Animation,Comedy,Family",G,2015,Comedy
The Peanuts Movie,"Adventure,Animation,Comedy,Family",G,2015,Family
The Spanish Prisoner,"Drama,Mystery,Thriller",PG,1997,Drama
The Spanish Prisoner,"Drama,Mystery,Thriller",PG,1997,Mystery
The Spanish Prisoner,"Drama,Mystery,Thriller",PG,1997,Thriller
The Mummy Returns,"Action,Adventure,Fantasy,Thriller",PG-13,2001,Action
The Mummy Returns,"Action,Adventure,Fantasy,Thriller",PG-13,2001,Adventure
The Mummy Returns,"Action,Adventure,Fantasy,Thriller",PG-13,2001,Fantasy
The Mummy Returns,"Action,Adventure,Fantasy,Thriller",PG-13,2001,Thriller
Gangs of New York,"Crime,Drama",R,2002,Crime
Gangs of New York,"Crime,Drama",R,2002,Drama
The Flowers of War,"Drama,History,Romance,War",R,2011,Drama
The Flowers of War,"Drama,History,Romance,War",R,2011,History
The Flowers of War,"Drama,History,Romance,War",R,2011,Romance
The Flowers of War,"Drama,History,Romance,War",R,2011,War
Surf's Up,"Animation,Comedy,Family,Sport",PG,2007,Animation
Surf's Up,"Animation,Comedy,Family,Sport",PG,2007,Comedy
Surf's Up,"Animation,Comedy,Family,Sport",PG,2007,Family
Surf's Up,"Animation,Comedy,Family,Sport",PG,2007,Sport
The Stepford Wives,"Comedy,Sci-Fi,Thriller",PG-13,2004,Comedy
The Stepford Wives,"Comedy,Sci-Fi,Thriller",PG-13,2004,Sci-Fi
The Stepford Wives,"Comedy,Sci-Fi,Thriller",PG-13,2004,Thriller
Black Hawk Down,"Drama,History,War",R,2001,Drama
Black Hawk Down,"Drama,History,War",R,2001,History
Black Hawk Down,"Drama,History,War",R,2001,War
The Campaign,Comedy,R,2012,Comedy
The Fifth Element,"Action,Adventure,Sci-Fi",PG-13,1997,Action
The Fifth Element,"Action,Adventure,Sci-Fi",PG-13,1997,Adventure
The Fifth Element,"Action,Adventure,Sci-Fi",PG-13,1997,Sci-Fi
Sex and the City 2,"Comedy,Drama,Romance",R,2010,Comedy
Sex and the City 2,"Comedy,Drama,Romance",R,2010,Drama
Sex and the City 2,"Comedy,Drama,Romance",R,2010,Romance
The Road to El Dorado,"Adventure,Animation,Comedy,Family,Romance",PG,2000,Adventure
The Road to El Dorado,"Adventure,Animation,Comedy,Family,Romance",PG,2000,Animation
The Road to El Dorado,"Adventure,Animation,Comedy,Family,Romance",PG,2000,Comedy
The Road to El Dorado,"Adventure,Animation,Comedy,Family,Romance",PG,2000,Family
The Road to El Dorado,"Adventure,Animation,Comedy,Family,Romance",PG,2000,Romance
Ice Age: Continental Drift,"Adventure,Animation,Comedy,Family",PG,2012,Adventure
Ice Age: Continental Drift,"Adventure,Animation,Comedy,Family",PG,2012,Animation
Ice Age: Continental Drift,"Adventure,Animation,Comedy,Family",PG,2012,Comedy
Ice Age: Continental Drift,"Adventure,Animation,Comedy,Family",PG,2012,Family
Cinderella,"Drama,Family,Fantasy,Romance",PG,2015,Drama
Cinderella,"Drama,Family,Fantasy,Romance",PG,2015,Family
Cinderella,"Drama,Family,Fantasy,Romance",PG,2015,Fantasy
Cinderella,"Drama,Family,Fantasy,Romance",PG,2015,Romance
The Lovely Bones,"Drama,Fantasy,Thriller",PG-13,2009,Drama
The Lovely Bones,"Drama,Fantasy,Thriller",PG-13,2009,Fantasy
The Lovely Bones,"Drama,Fantasy,Thriller",PG-13,2009,Thriller
Finding Nemo,"Adventure,Animation,Comedy,Family",G,2003,Adventure
Finding Nemo,"Adventure,Animation,Comedy,Family",G,2003,Animation
Finding Nemo,"Adventure,Animation,Comedy,Family",G,2003,Comedy
Finding Nemo,"Adventure,Animation,Comedy,Family",G,2003,Family
The Lord of the Rings: The Return of the King,"Action,Adventure,Drama,Fantasy",PG-13,2003,Action
The Lord of the Rings: The Return of the King,"Action,Adventure,Drama,Fantasy",PG-13,2003,Adventure
The Lord of the Rings: The Return of the King,"Action,Adventure,Drama,Fantasy",PG-13,2003,Drama
The Lord of the Rings: The Return of the King,"Action,Adventure,Drama,Fantasy",PG-13,2003,Fantasy
The Lord of the Rings: The Two Towers,"Action,Adventure,Drama,Fantasy",PG-13,2002,Action
The Lord of the Rings: The Two Towers,"Action,Adventure,Drama,Fantasy",PG-13,2002,Adventure
The Lord of the Rings: The Two Towers,"Action,Adventure,Drama,Fantasy",PG-13,2002,Drama
The Lord of the Rings: The Two Towers,"Action,Adventure,Drama,Fantasy",PG-13,2002,Fantasy
Seventh Son,"Action,Adventure,Fantasy",PG-13,2014,Action
Seventh Son,"Action,Adventure,Fantasy",PG-13,2014,Adventure
Seventh Son,"Action,Adventure,Fantasy",PG-13,2014,Fantasy
Lara Croft: Tomb Raider,"Action,Adventure,Fantasy,Thriller",PG-13,2001,Action
Lara Croft: Tomb Raider,"Action,Adventure,Fantasy,Thriller",PG-13,2001,Adventure
Lara Croft: Tomb Raider,"Action,Adventure,Fantasy,Thriller",PG-13,2001,Fantasy
Lara Croft: Tomb Raider,"Action,Adventure,Fantasy,Thriller",PG-13,2001,Thriller
